variable_name,variable_value,variable_label
q45020,547,"Medicare - Blue-Advantage Plus of Kansas City, Inc. (HMO)-KS"
q45020,548,"Medicare - Cigna HealthCare of St. Louis, Inc. (HMO)-KS"
q45020,549,Medicare - Coventry Health and Life Insurance Company (Iowa) (PPO)-KS
q45020,550,"Medicare - Coventry Health Care of Missouri, Inc. (HMO/POS)-KS"
q45020,551,"Medicare - Humana Health Plan, Inc. (Kansas City) (HMO)-KS"
q45020,552,Medicare - Humana Insurance Company (PPO)-KS
q45020,553,"Medicare - Humana Insurance Company (KS, MO) (PPO)-KS"
q45020,554,"Medicare - Sierra Health and Life Insurance Company, Inc. (HMO/POS)-KS"
q45020,555,"Medicare - Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) (PPO)-KS"
q45020,556,"Medicare - UnitedHealthcare Insurance Company (IA,KS,MO,NE) (PPO)-KS"
q45020,557,Commercial - Aetna Health Inc. (Pennsylvania) - Ohio (HMO/POS)-KY
q45020,558,Commercial - Aetna Life Insurance Company (Kentucky) (PPO/EPO)-KY
q45020,559,"Commercial - Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky (HMO)-KY"
q45020,560,"Commercial - Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky (PPO/EPO)-KY"
q45020,561,"Commercial - Baptist Health Plan, Inc. (PPO)-KY"
q45020,562,"Commercial - Baptist Health Plan, Inc. (HMO)-KY"
q45020,563,Commercial - Cigna Health and Life Insurance Company - Kentucky (PPO)-KY
q45020,564,Commercial - Compass Rose Health Plan (PPO)-KY
q45020,565,Commercial - Connecticut General Life Insurance Company - Kentucky (PPO)-KY
q45020,566,"Commercial - Humana Health Plan, Inc. (Kentucky) (HMO/POS)-KY"
q45020,567,"Commercial - Humana Health Plan, Inc. (Kentucky) (PPO)-KY"
q45020,568,"Commercial - United Healthcare Services, Inc (Kentucky) (PPO)-KY"
q45020,569,Commercial - UnitedHealthcare Insurance Company (Kentucky) (PPO)-KY
q45020,570,Medicaid - Aetna Better Health of Kentucky (HMO)-KY
q45020,571,"Medicaid - Anthem Kentucky Managed Care Plan, Inc. (HMO)-KY"
q45020,572,"Medicaid - Humana Health Plan, Inc. (Kentucky) (HMO)-KY"
q45020,573,Medicaid - University Health Care (UHC) dba Passport Health Plan (PHP) (HMO)-KY
q45020,574,"Medicaid - WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc. (HMO)-KY"
q45020,575,Medicare - Aetna Health Inc. (Pennsylvania) - Ohio (HMO)-KY
q45020,576,Medicare - Aetna Life Insurance Company (Kentucky) (PPO)-KY
q45020,577,"Medicare - Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (Regional) (PPO)-KY"
q45020,578,"Medicare - Gateway Health Plan, Inc. (HMO)-KY"
q45020,579,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-KY"
q45020,580,"Medicare - Humana Health Plan, Inc. (Kentucky) (HMO)-KY"
q45020,581,Medicare - Humana Insurance Company (PPO)-KY
q45020,582,Medicare - Humana Insurance Company (Indiana) (PPO)-KY
q45020,583,Medicare - Humana Insurance Company (Kentucky) (PPO)-KY
q45020,584,Medicare - RiverLink Health (HMO)-KY
q45020,585,"Medicare - Sierra Health and Life Insurance Company, Inc. (KY) (PPO)-KY"
q45020,586,"Medicare - UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) (PPO)-KY"
q45020,587,"Medicare - UnitedHealthcare of Wisconsin, Inc. - Ohio (HMO/POS)-KY"
q45020,588,"Medicare - UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253 (HMO/POS)-KY"
q45020,589,Medicare - University Health Care (UHC) dba Passport Health Plan (PHP) (HMO)-KY
q45020,590,"Medicare - WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc. (HMO/POS)-KY"
q45020,591,Commercial - Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana (HMO/POS)-LA
q45020,592,Commercial - Aetna Life Insurance Company (Louisiana) (PPO/EPO)-LA
q45020,593,Commercial - CHRISTUS Health Plan (HMO)-LA
q45020,594,Commercial - Cigna Health and Life Insurance Company - Louisiana (PPO)-LA
q45020,595,Commercial - Compass Rose Health Plan (PPO)-LA
q45020,596,Commercial - Connecticut General Life Insurance Company - Louisiana (PPO)-LA
q45020,597,"Commercial - Humana Health Benefit Plan of Louisiana, Inc. (HMO/POS)-LA"
q45020,598,"Commercial - United Healthcare Services, Inc (Louisiana) (PPO)-LA"
q45020,599,Commercial - UnitedHealthcare Insurance Company (Louisiana) (PPO)-LA
q45020,600,"Commercial - Vantage Health Plan, Inc. (HMO/POS)-LA"
q45020,601,Medicaid - Aetna Better Health of Louisiana (HMO)-LA
q45020,602,Medicaid - AmeriHealth Caritas Louisiana (HMO)-LA
q45020,603,"Medicaid - Community Care Health Plan of Louisiana, Inc. d/b/a Amerigroup Louisiana (HMO)-LA"
q45020,604,"Medicaid - Louisiana Healthcare Connections, Inc. (HMO)-LA"
q45020,605,Medicaid - UnitedHealthcare Community Plan of Louisiana (HMO)-LA
q45020,606,Medicare - Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana (HMO)-LA
q45020,607,Medicare - Aetna Life Insurance Company (Louisiana) (PPO)-LA
q45020,608,"Medicare - HMO Louisiana, Inc. (HMO)-LA"
q45020,609,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-LA"
q45020,610,"Medicare - Humana Health Benefit Plan of Louisiana, Inc. (HMO)-LA"
q45020,611,Medicare - Humana Insurance Company (PPO)-LA
q45020,612,"Medicare - New Orleans Regional Physician Hospital Organization, Inc. d/b/a Peoples Health (HMO)-LA"
q45020,613,"Medicare - Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX) (PPO)-LA"
q45020,614,"Medicare - UnitedHealthcare Insurance Company (AR,LA,OK,TX) (PPO)-LA"
q45020,615,"Medicare - Vantage Health Plan, Inc. (HMO/POS)-LA"
q45020,616,"Medicare - WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan (POS)-LA"
q45020,617,"Medicare - WellCare of Louisiana, Inc. (HMO)-LA"
q45020,618,Commercial - Aetna Health Inc. (Pennsylvania) - Massachusetts (HMO/POS)-MA
q45020,619,Commercial - Aetna Life Insurance Company (Massachusetts) (PPO/EPO)-MA
q45020,620,"Commercial - Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. (HMO/POS)-MA"
q45020,621,"Commercial - Blue Cross and Blue Shield of Massachusetts, Inc. (PPO)-MA"
q45020,622,Commercial - Brighton Marine US Family Health Plan (POS)-MA
q45020,623,Commercial - Cigna Health and Life Insurance Company - Massachusetts (HMO/POS/PPO)-MA
q45020,624,Commercial - Compass Rose Health Plan (PPO)-MA
q45020,625,Commercial - ConnectiCare of Massachusetts Inc. (HMO/POS)-MA
q45020,626,Commercial - Connecticut General Life Insurance Company - Massachusetts (HMO/POS/PPO)-MA
q45020,627,Commercial - Fallon Community Health Plan (HMO/POS)-MA
q45020,628,"Commercial - Harvard Pilgrim Health Care, Inc. (PPO)-MA"
q45020,629,"Commercial - Harvard Pilgrim Health Care, Inc. (HMO/POS)-MA"
q45020,630,"Commercial - Harvard Pilgrim Insurance Company, Inc. (MA) (PPO)-MA"
q45020,631,"Commercial - Health New England, Inc. (HMO/POS)-MA"
q45020,632,"Commercial - Martin's Point US Family Health Plan (NH, NY, PA, VT) (HMO)-MA"
q45020,633,"Commercial - Minuteman Health, Inc. (HMO/POS)-MA"
q45020,634,"Commercial - Minuteman Health, Inc. (PPO)-MA"
q45020,635,"Commercial - Neighborhood Health Plan, Inc. (HMO)-MA"
q45020,636,"Commercial - Tufts Associated Health Maintenance Organization, Inc. (HMO/POS)-MA"
q45020,637,"Commercial - Tufts Benefit Administrators, Inc. (PPO)-MA"
q45020,638,"Commercial - United HealthCare Services, Inc. (Massachusetts) (PPO)-MA"
q45020,639,Commercial - UnitedHealthcare Insurance Company (Massachusetts) (PPO)-MA
q45020,640,"Medicaid - Boston Medical Center Health Plan, Inc (d/b/a Boston Medical Center HealthNet Plan) (HMO)-MA"
q45020,641,"Medicaid - CeltiCare Health Plan of Massachusetts, Inc. (HMO)-MA"
q45020,642,Medicaid - Fallon Community Health Plan (HMO)-MA
q45020,643,"Medicaid - Health New England, Inc. (HMO)-MA"
q45020,644,"Medicaid - Neighborhood Health Plan, Inc. (HMO)-MA"
q45020,645,"Medicaid - Senior Whole Health, LLC (HMO)-MA"
q45020,646,"Medicaid - Tufts Health Public Plans, Inc. (HMO)-MA"
q45020,647,Medicare - Aetna Health Inc. (Pennsylvania) - Massachusetts (HMO)-MA
q45020,648,Medicare - Aetna Life Insurance Company (Massachusetts) (PPO)-MA
q45020,649,"Medicare - Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. (HMO)-MA"
q45020,650,"Medicare - Blue Cross and Blue Shield of Massachusetts, Inc. (PPO)-MA"
q45020,651,Medicare - Commonwealth Care Alliance (HMO)-MA
q45020,652,Medicare - Fallon Community Health Plan (PPO)-MA
q45020,653,Medicare - Fallon Community Health Plan (HMO)-MA
q45020,654,"Medicare - Health New England, Inc. (HMO/POS)-MA"
q45020,655,"Medicare - Senior Whole Health, LLC (HMO)-MA"
q45020,656,"Medicare - Sierra Health and Life Insurance Company, Inc. (HMO/POS)-MA"
q45020,657,"Medicare - Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT) (PPO)-MA"
q45020,658,"Medicare - Tufts Associated Health Maintenance Organization, Inc. (HMO)-MA"
q45020,659,Medicare - UnitedHealthcare Insurance Company (MASCO) (HMO)-MA
q45020,660,Medicare - UnitedHealthcare Insurance Company (RI/MA) (PPO)-MA
q45020,661,"Medicare - UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT) (PPO)-MA"
q45020,662,"Medicare - UnitedHealthcare of New England, Inc. (HMO)-MA"
q45020,663,Commercial - Aetna Health Inc. (Pennsylvania) - Maryland (HMO/POS)-MD
q45020,664,Commercial - Aetna Life Insurance Company (MD/DC) (PPO/EPO)-MD
q45020,665,Commercial - CareFirst BlueChoice (HMO/POS)-MD
q45020,666,"Commercial - CareFirst of Maryland, Inc. (PPO/EPO)-MD"
q45020,667,"Commercial - CareFirst of Maryland, Inc. (HMO/POS)-MD"
q45020,668,Commercial - Cigna Health and Life Insurance Company - Maryland (HMO/POS/PPO)-MD
q45020,669,Commercial - Compass Rose Health Plan (PPO)-MD
q45020,670,Commercial - Connecticut General Life Insurance Company - Maryland (HMO/POS/PPO)-MD
q45020,671,Commercial - Evergreen Health Cooperative Inc. (HMO/POS)-MD
q45020,672,"Commercial - Group Hospitalization and Medical Services, Inc. (GHMSI) (HMO/POS)-MD"
q45020,673,"Commercial - Group Hospitalization and Medical Services, Inc. (GHMSI) (PPO/EPO)-MD"
q45020,674,Commercial - Johns Hopkins Employer Health Programs (POS)-MD
q45020,675,Commercial - Johns Hopkins US Family Health Plan (HMO)-MD
q45020,676,"Commercial - Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (HMO)-MD"
q45020,677,Commercial - Mamsi Life and Health Insurance Company (PPO)-MD
q45020,678,"Commercial - MD - Individual Practice Association, Inc. (HMO/POS)-MD"
q45020,679,"Commercial - Optimum Choice, Inc. (HMO/POS)-MD"
q45020,680,"Commercial - United Healthcare Services, Inc (Maryland) (PPO)-MD"
q45020,681,Commercial - UnitedHealthcare Insurance Company (Maryland) (PPO)-MD
q45020,682,"Commercial - UnitedHealthcare of the Mid-Atlantic, Inc. (HMO/POS)-MD"
q45020,683,"Medicaid - AMERIGROUP Maryland, Inc. (HMO)-MD"
q45020,684,"Medicaid - Jai Medical Systems Managed Care Organization, Inc. (HMO)-MD"
q45020,685,"Medicaid - Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (HMO)-MD"
q45020,686,"Medicaid - Maryland Care Inc., d/b/a/ Maryland Physicians Care (HMO)-MD"
q45020,687,"Medicaid - MedStar Family Choice, Inc. (HMO)-MD"
q45020,688,Medicaid - Priority Partners MCO (HMO)-MD
q45020,689,"Medicaid - UnitedHealthcare of the Mid-Atlantic, Inc. - Medicaid (HMO)-MD"
q45020,690,Medicaid - University of Maryland Health Partners (HMO)-MD
q45020,691,Medicare - Aetna Health Inc. (Pennsylvania) - Maryland (HMO)-MD
q45020,692,Medicare - Aetna Life Insurance Company (MD/DC) (PPO)-MD
q45020,693,"Medicare - Cigna-HealthSpring Mid-Atlantic, Inc. (HMO)-MD"
q45020,694,"Medicare - Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (HMO)-MD"
q45020,695,"Medicare - MedStar Family Choice, Inc. (DC) (HMO)-MD"
q45020,696,"Medicare - Sierra Health and Life Insurance Company, Inc. (HMO/POS)-MD"
q45020,697,"Medicare - Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV) (PPO)-MD"
q45020,698,"Medicare - UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV) (PPO)-MD"
q45020,699,Commercial - Aetna Health Inc. (Maine) (HMO/POS)-ME
q45020,700,Commercial - Aetna Life Insurance Company (Maine) (PPO/EPO)-ME
q45020,701,"Commercial - Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine (PPO)-ME"
q45020,702,"Commercial - Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine (HMO/POS)-ME"
q45020,703,Commercial - Cigna Health and Life Insurance Company - Maine (HMO/POS/PPO)-ME
q45020,704,Commercial - Compass Rose Health Plan (PPO)-ME
q45020,705,Commercial - Connecticut General Life Insurance Company - Maine (HMO/POS/PPO)-ME
q45020,706,"Commercial - Harvard Pilgrim Health Care, Inc. (HMO/POS)-ME"
q45020,707,Commercial - Maine Community Health Options DBA Community Health Options (PPO)-ME
q45020,708,Commercial - Martin's Point US Family Health Plan (ME) (HMO)-ME
q45020,709,Medicare - Aetna Health Inc. (Maine) (HMO)-ME
q45020,710,Medicare - Aetna Life Insurance Company (Maine) (PPO)-ME
q45020,711,Medicare - American Progressive Life & Health Insurance Company of New York (PPO)-ME
q45020,712,"Medicare - Arcadian Health Plan, Inc. (HMO)-ME"
q45020,713,"Medicare - Martin's Point Generations Advantage, Inc. (PPO)-ME"
q45020,714,"Medicare - Martin's Point Generations Advantage, Inc. (HMO/POS)-ME"
q45020,715,"Medicare - Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT) (PPO)-ME"
q45020,716,Commercial - Aetna Life Insurance Company (Michigan) (PPO/EPO)-MI
q45020,717,Commercial - Alliance Health and Life (PPO)-MI
q45020,718,Commercial - Blue Care Network of Michigan (HMO)-MI
q45020,719,Commercial - Blue Cross Blue Shield of Michigan (PPO)-MI
q45020,720,Commercial - Compass Rose Health Plan (PPO)-MI
q45020,721,Commercial - Health Alliance Plan of Michigan (HMO/POS)-MI
q45020,722,Commercial - McLaren Health Plan Community (HMO/POS)-MI
q45020,723,Commercial - Physicians Health Plan (HMO/POS)-MI
q45020,724,Commercial - Priority Health (HMO/POS)-MI
q45020,725,Commercial - Priority Health Insurance Company (PPO)-MI
q45020,726,"Commercial - Total Health Care USA, Inc. (HMO/POS)-MI"
q45020,727,"Commercial - United Healthcare Services, Inc (Michigan) (PPO)-MI"
q45020,728,Commercial - UnitedHealthcare Insurance Company (Michigan) (PPO)-MI
q45020,729,"Medicaid - Aetna Better Health of Michigan, Inc. (HMO)-MI"
q45020,730,Medicaid - Blue Cross Complete of Michigan (HMO)-MI
q45020,731,"Medicaid - HAP Midwest Health Plan, Inc. (HMO)-MI"
q45020,732,Medicaid - Harbor Health Plan (HMO)-MI
q45020,733,"Medicaid - McLaren Health Plan, Inc. (HMO)-MI"
q45020,734,"Medicaid - Meridian Health Plan of Michigan, Inc. (HMO)-MI"
q45020,735,Medicaid - Molina Healthcare of Michigan (HMO)-MI
q45020,736,Medicaid - Priority Health (HMO)-MI
q45020,737,"Medicaid - Total Health Care, Inc. (HMO)-MI"
q45020,738,Medicaid - UnitedHealthcare Community Plan - Michigan (HMO)-MI
q45020,739,"Medicaid - Upper Peninsula Health Plan, LLC (HMO)-MI"
q45020,740,"Medicare - Aetna Better Health of Michigan, Inc. (HMO)-MI"
q45020,741,Medicare - Aetna Life Insurance Company (Michigan) (PPO)-MI
q45020,742,Medicare - Alliance Health and Life (PPO)-MI
q45020,743,"Medicare - AmeriHealth Michigan, Inc. (HMO)-MI"
q45020,744,Medicare - Blue Care Network of Michigan (HMO/POS)-MI
q45020,745,Medicare - Blue Cross Blue Shield of Michigan (PPO)-MI
q45020,746,"Medicare - HAP Midwest Health Plan, Inc. (HMO)-MI"
q45020,747,Medicare - Health Alliance Plan of Michigan (HMO/POS)-MI
q45020,748,Medicare - Humana Insurance Company (PPO)-MI
q45020,749,"Medicare - Humana Medical Plan of Michigan, Inc. (HMO)-MI"
q45020,750,"Medicare - McLaren Health Plan, Inc. (HMO)-MI"
q45020,751,"Medicare - Meridian Health Plan of Michigan, Inc. (HMO)-MI"
q45020,752,Medicare - Molina Healthcare of Michigan (HMO)-MI
q45020,753,"Medicare - Paramount Care, Inc. (HMO)-MI"
q45020,754,Medicare - Priority Health (PPO)-MI
q45020,755,Medicare - Priority Health (HMO/POS)-MI
q45020,756,"Medicare - Sierra Health and Life Insurance Company, Inc. (HMO/POS)-MI"
q45020,757,"Medicare - Sierra Health and Life Insurance Company, Inc. (IN,MI,OH) (PPO)-MI"
q45020,758,"Medicare - UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) (PPO)-MI"
q45020,759,"Medicare - Upper Peninsula Health Plan, LLC (HMO)-MI"
q45020,760,Commercial - Aetna Life Insurance Company (Minnesota) (PPO/EPO)-MN
q45020,761,"Commercial - BCBSM, Inc. (dba Blue Cross Blue Shield of Minnesota) (PPO)-MN"
q45020,762,Commercial - Blue Plus (HMO Minnesota dba Blue Plus) (HMO/POS/PPO)-MN
q45020,763,Commercial - Compass Rose Health Plan (PPO)-MN
q45020,764,"Commercial - Group Health Plan, Inc. (HMO/POS/PPO)-MN"
q45020,765,Commercial - HealthPartners Administrators Inc. (HMO/POS/PPO)-MN
q45020,766,"Commercial - HealthPartners, Inc. (HMO/POS/PPO)-MN"
q45020,767,Commercial - Medica Health Plans (MHP) (HMO/POS)-MN
q45020,768,Commercial - Medica Health Plans of Wisconsin (MHPW) (PPO)-MN
q45020,769,Commercial - Medica Insurance Company (MIC) (PPO)-MN
q45020,770,Commercial - Medica Self-Insured (MSI) (PPO)-MN
q45020,771,Commercial - PreferredOne Community Health Plan (POS)-MN
q45020,772,Commercial - PreferredOne Insurance Company (PIC) (PPO)-MN
q45020,773,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-MN"
q45020,774,Medicaid - Blue Plus (HMO Minnesota dba Blue Plus) (HMO)-MN
q45020,775,Medicaid - HealthPartners (HMO)-MN
q45020,776,Medicaid - Hennepin Health (HMO)-MN
q45020,777,Medicaid - Itasca Medical Care (HMO)-MN
q45020,778,Medicaid - Medica Health Plans (MHP) (HMO)-MN
q45020,779,Medicaid - PrimeWest Health (HMO)-MN
q45020,780,Medicaid - South Country Health Alliance (HMO)-MN
q45020,781,Medicaid - UCare (HMO)-MN
q45020,782,"Medicare - BCBSM, Inc. (dba Blue Cross Blue Shield of Minnesota) (HMO)-MN"
q45020,783,Medicare - Blue Plus (HMO Minnesota dba Blue Plus) (HMO)-MN
q45020,784,"Medicare - Group Health Plan, Inc. (HMO)-MN"
q45020,785,"Medicare - Gundersen Health Plan Minnesota, INC (HMO)-MN"
q45020,786,Medicare - Itasca Medical Care (HMO)-MN
q45020,787,Medicare - Medica Health Plans (MHP) (HMO)-MN
q45020,788,"Medicare - Sierra Health and Life Insurance Company, Inc. (WI,MN) (PPO)-MN"
q45020,789,Medicare - UCare (HMO)-MN
q45020,790,Medicare - UCare Minnesota (HMO/POS)-MN
q45020,791,"Medicare - UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) (PPO)-MN"
q45020,792,Commercial - Aetna Health Inc. (Pennsylvania) - Missouri (HMO/POS)-MO
q45020,793,Commercial - Aetna Life Insurance Company (Missouri) (PPO/EPO)-MO
q45020,794,Commercial - Blue Cross and Blue Shield of Kansas City (PPO)-MO
q45020,795,"Commercial - Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc. (HMO)-MO"
q45020,796,Commercial - Cigna Health and Life Insurance Company - Missouri (PPO)-MO
q45020,797,"Commercial - Cigna HealthCare of St. Louis, Inc. (HMO/POS)-MO"
q45020,798,Commercial - Compass Rose Health Plan (PPO)-MO
q45020,799,Commercial - Connecticut General Life Insurance Company - Missouri (PPO)-MO
q45020,800,Commercial - Coventry Health and Life Insurance Company (Missouri) (PPO)-MO
q45020,801,Commercial - Coventry Health and Life Insurance Company (Western Missouri) (PPO)-MO
q45020,802,"Commercial - Coventry Health Care of Missouri, Inc. (HMO/POS)-MO"
q45020,803,"Commercial - Cox Health Systems Insurance Company, Inc. (PPO)-MO"
q45020,804,"Commercial - HMO Missouri, Inc. dba Anthem Blue Cross Blue Shield in Missouri (HMO/POS)-MO"
q45020,805,"Commercial - Humana Health Plan, Inc. (Kansas City) (HMO/POS)-MO"
q45020,806,"Commercial - Humana Insurance Company (KS, MO) (PPO)-MO"
q45020,807,"Commercial - RightCHOICE Managed Care, Inc. dba Anthem Blue Cross and Blue Shield in Missouri (PPO)-MO"
q45020,808,"Commercial - United Healthcare Services, Inc (Missouri) (PPO)-MO"
q45020,809,Commercial - UnitedHealthcare Insurance Company (Missouri) (PPO)-MO
q45020,810,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-MO"
q45020,811,"Commercial - UnitedHealthcare of the Midwest, Inc. (HMO/POS)-MO"
q45020,812,"Medicaid - Aetna Better Health of Missouri, LLC. (HMO)-MO"
q45020,813,"Medicaid - Home State Health Plan, Inc. (HMO)-MO"
q45020,814,Medicaid - Missouri Care Incorporated (HMO)-MO
q45020,815,Medicare - Aetna Health Inc. (Pennsylvania) - Missouri (HMO)-MO
q45020,816,Medicare - Aetna Life Insurance Company (Missouri) (PPO)-MO
q45020,817,"Medicare - Blue-Advantage Plus of Kansas City, Inc. (HMO)-MO"
q45020,818,Medicare - Care Improvement Plus South Central Insurance Company (PPO)-MO
q45020,819,"Medicare - Cigna HealthCare of St. Louis, Inc. (HMO)-MO"
q45020,820,Medicare - Coventry Health and Life Insurance Company (Iowa) (PPO)-MO
q45020,821,"Medicare - Coventry Health Care of Missouri, Inc. (HMO/POS)-MO"
q45020,822,"Medicare - Essence Healthcare, Inc. (HMO)-MO"
q45020,823,"Medicare - Humana Health Plan, Inc. (Kansas City) (HMO)-MO"
q45020,824,Medicare - Humana Insurance Company (PPO)-MO
q45020,825,"Medicare - Humana Insurance Company (KS, MO) (PPO)-MO"
q45020,826,"Medicare - Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) (PPO)-MO"
q45020,827,"Medicare - UnitedHealthcare Insurance Company (IA,KS,MO,NE) (PPO)-MO"
q45020,828,Commercial - Aetna Life Insurance Company (Mississippi) (PPO/EPO)-MS
q45020,829,"Commercial - Blue Cross & Blue Shield of Mississippi, A Mutual Insurance Company (PPO)-MS"
q45020,830,Commercial - Cigna Health and Life Insurance Company - Mississippi (PPO)-MS
q45020,831,"Commercial - Cigna HealthCare of Tennessee, Inc. (HMO/POS)-MS"
q45020,832,Commercial - Compass Rose Health Plan (PPO)-MS
q45020,833,Commercial - Connecticut General Life Insurance Company - Mississippi (PPO)-MS
q45020,834,"Commercial - United Healthcare Services, Inc (Mississippi) (PPO)-MS"
q45020,835,Commercial - UnitedHealthcare Insurance Company (Mississippi) (PPO)-MS
q45020,836,Medicaid - Magnolia Health Plan (HMO)-MS
q45020,837,"Medicaid - UnitedHealthcare of Mississippi, Inc dba UnitedHealthcare Community Plan (MS CAN) (HMO)-MS"
q45020,838,Medicare - Aetna Life Insurance Company (Mississippi) (PPO)-MS
q45020,839,Medicare - Harmony Health Plan of Illinois (Mississippi) (HMO)-MS
q45020,840,Medicare - HealthSpring of Tennessee (HMO)-MS
q45020,841,Medicare - Humana Insurance Company (PPO)-MS
q45020,842,"Medicare - Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN) (PPO)-MS"
q45020,843,"Medicare - UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) (PPO)-MS"
q45020,844,Commercial - Aetna Life Insurance Company (Montana) (PPO/EPO)-MT
q45020,845,Commercial - Cigna Health and Life Insurance Company - Montana/South Dakota (PPO)-MT
q45020,846,Commercial - Compass Rose Health Plan (PPO)-MT
q45020,847,Commercial - Connecticut General Life Insurance Company - Montana/South Dakota (PPO)-MT
q45020,848,Commercial - PacificSource Health Plans - Montana (PPO)-MT
q45020,849,"Commercial - United HealthCare Services, Inc. (Montana) (PPO)-MT"
q45020,850,Commercial - UnitedHealthcare Insurance Company (Montana) (PPO)-MT
q45020,851,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-MT"
q45020,852,Medicare - Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (PPO)-MT
q45020,853,Medicare - Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (HMO)-MT
q45020,854,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-MT"
q45020,855,"Medicare - Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY) (PPO)-MT"
q45020,856,Commercial - Aetna Health Inc. (Pennsylvania) - North Carolina (HMO/POS)-NC
q45020,857,"Commercial - Aetna Health Inc. (Pennsylvania) - North Carolina dba Coventry Health Care of the Carolinas, Inc. (HMO/POS)-NC"
q45020,858,Commercial - Aetna Life Insurance Company (North Carolina) (PPO/EPO)-NC
q45020,859,Commercial - Blue Cross Blue Shield of North Carolina (POS)-NC
q45020,860,Commercial - Blue Cross Blue Shield of North Carolina (PPO)-NC
q45020,861,Commercial - Cigna Health and Life Insurance Company - North Carolina (PPO)-NC
q45020,862,"Commercial - Cigna HealthCare of North Carolina, Inc. (HMO/POS)-NC"
q45020,863,Commercial - Compass Rose Health Plan (PPO)-NC
q45020,864,Commercial - Connecticut General Life Insurance Company - North Carolina (PPO)-NC
q45020,865,"Commercial - United Healthcare Services, Inc (North Carolina) (PPO)-NC"
q45020,866,Commercial - UnitedHealthcare Insurance Company (North Carolina) (PPO)-NC
q45020,867,"Commercial - UnitedHealthcare of North Carolina, Inc. (HMO/POS)-NC"
q45020,868,Medicare - Aetna Health Inc. (Pennsylvania) - North Carolina (HMO)-NC
q45020,869,Medicare - Aetna Life Insurance Company (North Carolina) (PPO)-NC
q45020,870,Medicare - Blue Cross Blue Shield of North Carolina (HMO)-NC
q45020,871,Medicare - Blue Cross Blue Shield of North Carolina (PPO)-NC
q45020,872,Medicare - Care N Care Insurance Company of North Carolina (PPO)-NC
q45020,873,"Medicare - Cigna HealthCare of North Carolina, Inc. (HMO)-NC"
q45020,874,Medicare - Coventry Health and Life Insurance Company (Iowa) (PPO)-NC
q45020,875,Medicare - FirstCarolinaCare Insurance Company (HMO)-NC
q45020,876,Medicare - FirstCarolinaCare Insurance Company (PPO)-NC
q45020,877,"Medicare - Fresenius Health Plans of North Carolina, Inc. (HMO)-NC"
q45020,878,"Medicare - Gateway Health Plan, Inc. (HMO)-NC"
q45020,879,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-NC"
q45020,880,Medicare - Humana Insurance Company (PPO)-NC
q45020,881,"Medicare - Sierra Health and Life Insurance Company, Inc. (NC) (PPO)-NC"
